query_id,workflow_id,workflow_task,query,intent,requirement_groups,candidate_tools,expected_groups,primary_hit,any_hit,primary_recall,recall,missed_groups,missed_purposes,extra_tools,primary_tools,related_tools,returned_toolkits,api_search_latency_sec,end_to_end_latency_sec,error,no_results_returned,raw_result_path,judged_recall,judged_notes,was_judged
workflow-022-q2,22,"The user was managing unread email triage and urgent alerts, looking up CRM-style trial records, inspecting and modifying source code in GitHub, opening or merging branches, and checking CI workflow failures.",search CRM trial records,Look up CRM-style trial records to gather account context.,"[{'acceptable_tool_slugs': ['AIRTABLE_LIST_RECORDS', 'PIPEDRIVE_SEARCH_ORGANIZATIONS'], 'purpose': 'search CRM records or organizations'}]","['AIRTABLE_GET_BASE_SCHEMA', 'AIRTABLE_LIST_BASES', 'AIRTABLE_LIST_RECORDS', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_COMPARE_TWO_COMMITS', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DOWNLOAD_JOB_LOGS_FOR_A_WORKFLOW_RUN', 'GITHUB_GET_A_REFERENCE', 'GITHUB_GET_A_TREE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_JOBS_FOR_A_WORKFLOW_RUN', 'GITHUB_LIST_WORKFLOW_RUNS_FOR_A_REPOSITORY', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GMAIL_BATCH_MODIFY_MESSAGES', 'GMAIL_FETCH_EMAILS', 'GMAIL_SEND_EMAIL', 'PIPEDRIVE_SEARCH_ORGANIZATIONS']",1,False,False,0.0,0.0,AIRTABLE_LIST_RECORDS | PIPEDRIVE_SEARCH_ORGANIZATIONS,search CRM records or organizations,CENTRALSTATIONCRM_SEARCH_COMPANIES; CENTRALSTATIONCRM_SEARCH_PEOPLE; CENTRALSTATIONCRM_SEARCH_RECORDS; NETHUNT_CRM_FIND_RECORDS; ZOHO_GET_MODULE_FIELDS; ZOHO_LIST_MODULES; ZOHO_SEARCH_ACCOUNTS; ZOHO_SEARCH_ZOHO_RECORDS; ZOHO_UPDATE_ZOHO_RECORD,ZOHO_SEARCH_ZOHO_RECORDS; CENTRALSTATIONCRM_SEARCH_RECORDS; ZOHO_SEARCH_ACCOUNTS; NETHUNT_CRM_FIND_RECORDS,ZOHO_UPDATE_ZOHO_RECORD; ZOHO_LIST_MODULES; ZOHO_GET_MODULE_FIELDS; CENTRALSTATIONCRM_SEARCH_PEOPLE; CENTRALSTATIONCRM_SEARCH_COMPANIES,zoho; centralstationcrm; nethunt_crm,2.87,2.87,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-022-q2.json,0.0,,False
workflow-022-q3,22,"The user was managing unread email triage and urgent alerts, looking up CRM-style trial records, inspecting and modifying source code in GitHub, opening or merging branches, and checking CI workflow failures.",inspect source code in GitHub,Browse and inspect source code files within a GitHub repository.,"[{'acceptable_tool_slugs': ['GITHUB_GET_A_TREE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_SEARCH_CODE'], 'purpose': 'browse, inspect, or search source code files in GitHub'}]","['AIRTABLE_GET_BASE_SCHEMA', 'AIRTABLE_LIST_BASES', 'AIRTABLE_LIST_RECORDS', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_COMPARE_TWO_COMMITS', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DOWNLOAD_JOB_LOGS_FOR_A_WORKFLOW_RUN', 'GITHUB_GET_A_REFERENCE', 'GITHUB_GET_A_TREE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_JOBS_FOR_A_WORKFLOW_RUN', 'GITHUB_LIST_WORKFLOW_RUNS_FOR_A_REPOSITORY', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GMAIL_BATCH_MODIFY_MESSAGES', 'GMAIL_FETCH_EMAILS', 'GMAIL_SEND_EMAIL', 'PIPEDRIVE_SEARCH_ORGANIZATIONS']",1,True,True,1.0,1.0,,,DEEPWIKI_MCP_ASK_QUESTION; DEEPWIKI_MCP_READ_WIKI_CONTENTS; DEEPWIKI_MCP_READ_WIKI_STRUCTURE; GITHUB_GET_A_REPOSITORY; GITHUB_GET_REPOSITORY_GRAPH_QL,DEEPWIKI_MCP_ASK_QUESTION; GITHUB_GET_A_REPOSITORY; GITHUB_GET_A_TREE,GITHUB_GET_REPOSITORY_CONTENT; DEEPWIKI_MCP_READ_WIKI_STRUCTURE; DEEPWIKI_MCP_READ_WIKI_CONTENTS; GITHUB_SEARCH_CODE; GITHUB_GET_REPOSITORY_GRAPH_QL,deepwiki_mcp; github,2.72,2.72,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-022-q3.json,1.0,,False
workflow-022-q4,22,"The user was managing unread email triage and urgent alerts, looking up CRM-style trial records, inspecting and modifying source code in GitHub, opening or merging branches, and checking CI workflow failures.",modify source code and commit,Edit source code files and commit changes.,"[{'acceptable_tool_slugs': ['GITHUB_COMMIT_MULTIPLE_FILES'], 'purpose': 'modify and commit source code files'}]","['AIRTABLE_GET_BASE_SCHEMA', 'AIRTABLE_LIST_BASES', 'AIRTABLE_LIST_RECORDS', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_COMPARE_TWO_COMMITS', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DOWNLOAD_JOB_LOGS_FOR_A_WORKFLOW_RUN', 'GITHUB_GET_A_REFERENCE', 'GITHUB_GET_A_TREE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_JOBS_FOR_A_WORKFLOW_RUN', 'GITHUB_LIST_WORKFLOW_RUNS_FOR_A_REPOSITORY', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GMAIL_BATCH_MODIFY_MESSAGES', 'GMAIL_FETCH_EMAILS', 'GMAIL_SEND_EMAIL', 'PIPEDRIVE_SEARCH_ORGANIZATIONS']",1,True,True,1.0,1.0,,,GITHUB_CREATE_A_PULL_REQUEST; GITHUB_CREATE_OR_UPDATE_FILE_CONTENTS; GITHUB_GET_A_BRANCH; GITHUB_GET_A_TREE; GITHUB_GET_REPOSITORY_CONTENT,GITHUB_GET_A_BRANCH; GITHUB_COMMIT_MULTIPLE_FILES,GITHUB_GET_REPOSITORY_CONTENT; GITHUB_GET_A_TREE; GITHUB_CREATE_OR_UPDATE_FILE_CONTENTS; GITHUB_CREATE_A_PULL_REQUEST,github,2.26,2.26,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-022-q4.json,1.0,,False
workflow-022-q5,22,"The user was managing unread email triage and urgent alerts, looking up CRM-style trial records, inspecting and modifying source code in GitHub, opening or merging branches, and checking CI workflow failures.",open GitHub branch and merge pull request,Open a new branch or merge an existing branch in GitHub.,"[{'acceptable_tool_slugs': ['GITHUB_MERGE_A_BRANCH'], 'purpose': 'merge an existing branch'}, {'acceptable_tool_slugs': ['GITHUB_CREATE_A_PULL_REQUEST'], 'purpose': 'create a pull request for branching workflows'}]","['AIRTABLE_GET_BASE_SCHEMA', 'AIRTABLE_LIST_BASES', 'AIRTABLE_LIST_RECORDS', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_COMPARE_TWO_COMMITS', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DOWNLOAD_JOB_LOGS_FOR_A_WORKFLOW_RUN', 'GITHUB_GET_A_REFERENCE', 'GITHUB_GET_A_TREE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_JOBS_FOR_A_WORKFLOW_RUN', 'GITHUB_LIST_WORKFLOW_RUNS_FOR_A_REPOSITORY', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GMAIL_BATCH_MODIFY_MESSAGES', 'GMAIL_FETCH_EMAILS', 'GMAIL_SEND_EMAIL', 'PIPEDRIVE_SEARCH_ORGANIZATIONS']",2,True,True,0.5,1.0,,,GITHUB_FIND_PULL_REQUESTS; GITHUB_GET_A_PULL_REQUEST; GITHUB_LIST_CHECK_RUNS_FOR_A_REF; GITHUB_LIST_PULL_REQUESTS_FILES; GITHUB_MERGE_A_PULL_REQUEST; GITHUB_UPDATE_A_PULL_REQUEST; GITHUB_UPDATE_A_PULL_REQUEST_BRANCH,GITHUB_FIND_PULL_REQUESTS; GITHUB_CREATE_A_PULL_REQUEST; GITHUB_MERGE_A_PULL_REQUEST,GITHUB_GET_A_PULL_REQUEST; GITHUB_LIST_CHECK_RUNS_FOR_A_REF; GITHUB_UPDATE_A_PULL_REQUEST_BRANCH; GITHUB_UPDATE_A_PULL_REQUEST; GITHUB_LIST_PULL_REQUESTS_FILES; GITHUB_MERGE_A_BRANCH,github,2.48,2.48,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-022-q5.json,1.0,,False
workflow-022-q6,22,"The user was managing unread email triage and urgent alerts, looking up CRM-style trial records, inspecting and modifying source code in GitHub, opening or merging branches, and checking CI workflow failures.",check CI workflow failures,Inspect CI workflow run statuses to diagnose and debug failures.,"[{'acceptable_tool_slugs': ['GITHUB_LIST_WORKFLOW_RUNS_FOR_A_REPOSITORY', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE'], 'purpose': 'check CI workflow run statuses and failures'}]","['AIRTABLE_GET_BASE_SCHEMA', 'AIRTABLE_LIST_BASES', 'AIRTABLE_LIST_RECORDS', 'GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_COMPARE_TWO_COMMITS', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DOWNLOAD_JOB_LOGS_FOR_A_WORKFLOW_RUN', 'GITHUB_GET_A_REFERENCE', 'GITHUB_GET_A_TREE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_GET_THE_COMBINED_STATUS_FOR_A_SPECIFIC_REFERENCE', 'GITHUB_LIST_JOBS_FOR_A_WORKFLOW_RUN', 'GITHUB_LIST_WORKFLOW_RUNS_FOR_A_REPOSITORY', 'GITHUB_MERGE_A_BRANCH', 'GITHUB_SEARCH_CODE', 'GMAIL_BATCH_MODIFY_MESSAGES', 'GMAIL_FETCH_EMAILS', 'GMAIL_SEND_EMAIL', 'PIPEDRIVE_SEARCH_ORGANIZATIONS']",1,True,True,1.0,1.0,,,GITHUB_DOWNLOAD_JOB_LOGS_FOR_A_WORKFLOW_RUN; GITHUB_DOWNLOAD_WORKFLOW_RUN_LOGS; GITHUB_GET_A_REPOSITORY; GITHUB_GET_A_WORKFLOW_RUN; GITHUB_LIST_CHECK_RUNS_FOR_A_REF; GITHUB_LIST_JOBS_FOR_A_WORKFLOW_RUN; GITHUB_LIST_REPOSITORY_WORKFLOWS; GITHUB_RE_RUN_FAILED_JOBS_FROM_A_WORKFLOW_RUN,GITHUB_LIST_WORKFLOW_RUNS_FOR_A_REPOSITORY; GITHUB_LIST_JOBS_FOR_A_WORKFLOW_RUN; GITHUB_DOWNLOAD_JOB_LOGS_FOR_A_WORKFLOW_RUN,GITHUB_GET_A_REPOSITORY; GITHUB_LIST_REPOSITORY_WORKFLOWS; GITHUB_GET_A_WORKFLOW_RUN; GITHUB_DOWNLOAD_WORKFLOW_RUN_LOGS; GITHUB_RE_RUN_FAILED_JOBS_FROM_A_WORKFLOW_RUN; GITHUB_LIST_CHECK_RUNS_FOR_A_REF,github,2.25,2.25,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-022-q6.json,1.0,,False
workflow-023-q1,23,"Analyze and triage Zendesk support tickets at scale: search ticket queues, enrich tickets with requester/order context, add private AI triage notes and tags, verify queues are drained, and aggregate product-support trends over a large historical ticket set.",search and filter Zendesk support tickets,Find and retrieve tickets from specific ticket queues based on status and criteria.,"[{'acceptable_tool_slugs': ['ZENDESK_SEARCH_ZENDESK'], 'purpose': 'search and filter support tickets'}]","['ZENDESK_GET_USER', 'ZENDESK_GET_ZENDESK_TICKET_BY_ID', 'ZENDESK_SEARCH_ZENDESK', 'ZENDESK_UPDATE_ZENDESK_TICKET']",1,True,True,1.0,1.0,,,ZENDESK_GET_ABOUT_ME; ZENDESK_GET_SEARCH_COUNT; ZENDESK_GET_SEARCH_EXPORT; ZENDESK_GET_ZENDESK_TICKET_BY_ID; ZENDESK_LIST_ZENDESK_TICKETS; ZENDESK_SEARCH_ZENDESK_USERS,ZENDESK_SEARCH_ZENDESK,ZENDESK_GET_SEARCH_EXPORT; ZENDESK_GET_ZENDESK_TICKET_BY_ID; ZENDESK_GET_SEARCH_COUNT; ZENDESK_LIST_ZENDESK_TICKETS; ZENDESK_GET_ABOUT_ME; ZENDESK_SEARCH_ZENDESK_USERS,zendesk,2.79,2.79,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-023-q1.json,1.0,,False
workflow-023-q2,23,"Analyze and triage Zendesk support tickets at scale: search ticket queues, enrich tickets with requester/order context, add private AI triage notes and tags, verify queues are drained, and aggregate product-support trends over a large historical ticket set.",enrich tickets with customer data and add tags,"Add private AI triage notes, update ticket tags, and attach requester and order context to tickets.","[{'acceptable_tool_slugs': ['ZENDESK_UPDATE_ZENDESK_TICKET'], 'purpose': 'enrich tickets with data and add tags/notes'}]","['ZENDESK_GET_USER', 'ZENDESK_GET_ZENDESK_TICKET_BY_ID', 'ZENDESK_SEARCH_ZENDESK', 'ZENDESK_UPDATE_ZENDESK_TICKET']",1,False,False,0.0,0.0,ZENDESK_UPDATE_ZENDESK_TICKET,enrich tickets with data and add tags/notes,GORGIAS_ADD_TICKET_TAGS; GORGIAS_GET_TICKET; GORGIAS_LIST_TICKET_TAGS; GORGIAS_SET_TICKET_TAGS,GORGIAS_ADD_TICKET_TAGS,GORGIAS_GET_TICKET; GORGIAS_LIST_TICKET_TAGS; GORGIAS_SET_TICKET_TAGS,gorgias,2.51,2.51,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-023-q2.json,0.0,,False
workflow-024-q1,24,Build a recurring job-search digest by finding relevant LinkedIn job listings and sending the result or status update via Gmail.,search LinkedIn job listings,Find relevant job listings on LinkedIn matching specific search criteria.,"[{'acceptable_tool_slugs': ['BROWSER_TOOL_CREATE_TASK'], 'purpose': 'Automate browser to navigate LinkedIn and search for job listings'}]","['BROWSER_TOOL_CREATE_TASK', 'BROWSER_TOOL_WATCH_TASK', 'COMPOSIO_SEARCH_NEWS', 'COMPOSIO_SEARCH_TRENDS', 'COMPOSIO_SEARCH_WEB', 'GMAIL_SEND_EMAIL']",1,False,False,0.0,0.0,BROWSER_TOOL_CREATE_TASK,Automate browser to navigate LinkedIn and search for job listings,COMPOSIO_SEARCH_FETCH_URL_CONTENT; COMPOSIO_SEARCH_NEWS; COMPOSIO_SEARCH_TRENDS; COMPOSIO_SEARCH_WEB; LINKEDIN_GET_POST_CONTENT,COMPOSIO_SEARCH_WEB,COMPOSIO_SEARCH_FETCH_URL_CONTENT; COMPOSIO_SEARCH_NEWS; COMPOSIO_SEARCH_TRENDS; LINKEDIN_GET_POST_CONTENT,composio_search; linkedin,2.1,2.1,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-024-q1.json,0.0,,False
workflow-024-q2,24,Build a recurring job-search digest by finding relevant LinkedIn job listings and sending the result or status update via Gmail.,send email via Gmail,Send a status update or digest of the found job listings using Gmail.,"[{'acceptable_tool_slugs': ['GMAIL_SEND_EMAIL'], 'purpose': 'Send email via Gmail API'}]","['BROWSER_TOOL_CREATE_TASK', 'BROWSER_TOOL_WATCH_TASK', 'COMPOSIO_SEARCH_NEWS', 'COMPOSIO_SEARCH_TRENDS', 'COMPOSIO_SEARCH_WEB', 'GMAIL_SEND_EMAIL']",1,True,True,1.0,1.0,,,GMAIL_CREATE_EMAIL_DRAFT; GMAIL_GET_PROFILE; GMAIL_SEND_DRAFT; OUTLOOK_SEND_EMAIL,GMAIL_SEND_EMAIL,GMAIL_CREATE_EMAIL_DRAFT; GMAIL_SEND_DRAFT; OUTLOOK_SEND_EMAIL; GMAIL_GET_PROFILE,gmail; outlook,2.01,2.01,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-024-q2.json,1.0,,False
workflow-025-q1,25,"Find relevant job listings from public web/job sources, tailor them to a software profile, and email the curated list through Gmail.",search public job boards for software engineer listings,Find relevant job listings from public web and job sources matching a software profile.,"[{'acceptable_tool_slugs': ['COMPOSIO_SEARCH_WEB'], 'purpose': 'search public job boards on the web'}]","['COMPOSIO_SEARCH_FETCH_URL_CONTENT', 'COMPOSIO_SEARCH_WEB', 'GMAIL_CREATE_EMAIL_DRAFT', 'GMAIL_FETCH_EMAILS', 'GMAIL_GET_PROFILE', 'GMAIL_PROXY_EXECUTE', 'GMAIL_SEND_EMAIL', 'LINKEDIN_PROXY_EXECUTE']",1,True,True,1.0,1.0,,,COMPOSIO_SEARCH_FETCH_URL_CONTENT; COMPOSIO_SEARCH_NEWS,COMPOSIO_SEARCH_WEB; COMPOSIO_SEARCH_FETCH_URL_CONTENT,COMPOSIO_SEARCH_NEWS,composio_search,3.12,3.12,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-025-q1.json,1.0,,False
workflow-025-q2,25,"Find relevant job listings from public web/job sources, tailor them to a software profile, and email the curated list through Gmail.",send email via Gmail with curated job list,Email the tailored and curated list of job opportunities through Gmail.,"[{'acceptable_tool_slugs': ['GMAIL_SEND_EMAIL'], 'purpose': 'send email via Gmail'}]","['COMPOSIO_SEARCH_FETCH_URL_CONTENT', 'COMPOSIO_SEARCH_WEB', 'GMAIL_CREATE_EMAIL_DRAFT', 'GMAIL_FETCH_EMAILS', 'GMAIL_GET_PROFILE', 'GMAIL_PROXY_EXECUTE', 'GMAIL_SEND_EMAIL', 'LINKEDIN_PROXY_EXECUTE']",1,True,True,1.0,1.0,,,GMAIL_CREATE_EMAIL_DRAFT; GMAIL_REPLY_TO_THREAD; GMAIL_SEARCH_PEOPLE,GMAIL_SEND_EMAIL,GMAIL_SEARCH_PEOPLE; GMAIL_CREATE_EMAIL_DRAFT; GMAIL_REPLY_TO_THREAD,gmail,2.97,2.97,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-025-q2.json,1.0,,False
workflow-026-q1,26,"Organize Google Drive image and PDF files by finding candidates, inspecting their contents, renaming files, adding descriptions, moving exact duplicates to a review folder, and verifying metadata changes.",search google drive for image and pdf files,Find and list candidate image and PDF files in Google Drive for inspection.,"[{'acceptable_tool_slugs': ['GOOGLEDRIVE_FIND_FILE'], 'purpose': 'Find and list candidate image and PDF files in Google Drive'}]","['GOOGLEDRIVE_DOWNLOAD_FILE', 'GOOGLEDRIVE_FIND_FILE', 'GOOGLEDRIVE_GET_FILE_METADATA', 'GOOGLEDRIVE_MOVE_FILE', 'GOOGLEDRIVE_UPDATE_FILE_PUT']",1,True,True,1.0,1.0,,,GOOGLEDRIVE_GET_FILE_METADATA; GOOGLEDRIVE_LIST_PARENTS_V2; GOOGLESUPER_DOWNLOAD_FILE; GOOGLESUPER_FIND_FILE; GOOGLESUPER_GET_FILE_METADATA; GOOGLESUPER_LIST_SHARED_DRIVES,GOOGLEDRIVE_FIND_FILE; GOOGLEDRIVE_GET_FILE_METADATA,GOOGLESUPER_GET_FILE_METADATA; GOOGLESUPER_DOWNLOAD_FILE; GOOGLESUPER_LIST_SHARED_DRIVES; GOOGLEDRIVE_LIST_PARENTS_V2; GOOGLESUPER_FIND_FILE,googledrive; googlesuper,2.3,2.3,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-026-q1.json,1.0,,False
workflow-026-q2,26,"Organize Google Drive image and PDF files by finding candidates, inspecting their contents, renaming files, adding descriptions, moving exact duplicates to a review folder, and verifying metadata changes.",move file to folder in google drive,Move exact duplicate files into a designated review folder in Google Drive.,"[{'acceptable_tool_slugs': ['GOOGLEDRIVE_MOVE_FILE', 'GOOGLEDRIVE_UPDATE_FILE_PUT'], 'purpose': 'Move duplicate files into the review folder in Google Drive'}]","['GOOGLEDRIVE_DOWNLOAD_FILE', 'GOOGLEDRIVE_FIND_FILE', 'GOOGLEDRIVE_GET_FILE_METADATA', 'GOOGLEDRIVE_MOVE_FILE', 'GOOGLEDRIVE_UPDATE_FILE_PUT']",1,True,True,1.0,1.0,,,GOOGLEDRIVE_COPY_FILE_ADVANCED; GOOGLEDRIVE_CREATE_FOLDER; GOOGLEDRIVE_FIND_FILE; GOOGLEDRIVE_FIND_FOLDER; GOOGLEDRIVE_GET_FILE_METADATA,GOOGLEDRIVE_MOVE_FILE,GOOGLEDRIVE_FIND_FILE; GOOGLEDRIVE_FIND_FOLDER; GOOGLEDRIVE_CREATE_FOLDER; GOOGLEDRIVE_COPY_FILE_ADVANCED; GOOGLEDRIVE_GET_FILE_METADATA; GOOGLEDRIVE_UPDATE_FILE_PUT,googledrive,2.26,2.26,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-026-q2.json,1.0,,False
workflow-027-q1,27,"Verify Google Drive access, inspect folders, copy a nested folder/file structure from one Drive account or folder area to another, and share the destination with collaborators.",verify Google Drive access and inspect folder contents,Authenticate and list files or folders in a Google Drive account to inspect the source structure.,"[{'acceptable_tool_slugs': ['GOOGLEDRIVE_GET_ABOUT'], 'purpose': 'Verify Google Drive access'}, {'acceptable_tool_slugs': ['GOOGLEDRIVE_FIND_FILE'], 'purpose': 'Inspect folder contents and locate items'}]","['GOOGLEDRIVE_COPY_FILE_ADVANCED', 'GOOGLEDRIVE_CREATE_FOLDER', 'GOOGLEDRIVE_CREATE_PERMISSION', 'GOOGLEDRIVE_FIND_FILE', 'GOOGLEDRIVE_GET_ABOUT', 'GOOGLEDRIVE_GET_FILE_METADATA']",2,True,True,1.0,1.0,,,GOOGLEDRIVE_GET_DRIVE; GOOGLEDRIVE_GET_FILE_METADATA; GOOGLEDRIVE_LIST_SHARED_DRIVES,GOOGLEDRIVE_GET_ABOUT; GOOGLEDRIVE_FIND_FILE,GOOGLEDRIVE_GET_FILE_METADATA; GOOGLEDRIVE_LIST_SHARED_DRIVES; GOOGLEDRIVE_GET_DRIVE,googledrive,3.71,3.71,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-027-q1.json,1.0,,False
workflow-027-q2,27,"Verify Google Drive access, inspect folders, copy a nested folder/file structure from one Drive account or folder area to another, and share the destination with collaborators.",copy nested folder and file structure between Google Drive locations,Duplicate a hierarchical folder and file structure from a source Google Drive area to a destination area.,"[{'acceptable_tool_slugs': ['GOOGLEDRIVE_COPY_FILE_ADVANCED'], 'purpose': 'Copy files and folder structures'}, {'acceptable_tool_slugs': ['GOOGLEDRIVE_CREATE_FOLDER'], 'purpose': 'Create destination folders for the copied structure'}]","['GOOGLEDRIVE_COPY_FILE_ADVANCED', 'GOOGLEDRIVE_CREATE_FOLDER', 'GOOGLEDRIVE_CREATE_PERMISSION', 'GOOGLEDRIVE_FIND_FILE', 'GOOGLEDRIVE_GET_ABOUT', 'GOOGLEDRIVE_GET_FILE_METADATA']",2,True,True,1.0,1.0,,,GOOGLEDRIVE_FIND_FILE; GOOGLEDRIVE_FIND_FOLDER; GOOGLEDRIVE_GENERATE_IDS; GOOGLEDRIVE_GET_ABOUT; GOOGLEDRIVE_GET_FILE_METADATA; GOOGLEDRIVE_LIST_CHILDREN_V2; GOOGLEDRIVE_MOVE_FILE; GOOGLEDRIVE_TRASH_FILE,GOOGLEDRIVE_FIND_FILE; GOOGLEDRIVE_CREATE_FOLDER; GOOGLEDRIVE_COPY_FILE_ADVANCED; GOOGLEDRIVE_LIST_CHILDREN_V2,GOOGLEDRIVE_GET_FILE_METADATA; GOOGLEDRIVE_MOVE_FILE; GOOGLEDRIVE_FIND_FOLDER; GOOGLEDRIVE_GENERATE_IDS; GOOGLEDRIVE_GET_ABOUT; GOOGLEDRIVE_TRASH_FILE,googledrive,1.85,1.85,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-027-q2.json,1.0,,False
workflow-027-q3,27,"Verify Google Drive access, inspect folders, copy a nested folder/file structure from one Drive account or folder area to another, and share the destination with collaborators.",share Google Drive folder with collaborators,Grant access permissions to the destination Google Drive folder for specified collaborators.,"[{'acceptable_tool_slugs': ['GOOGLEDRIVE_CREATE_PERMISSION'], 'purpose': 'Share folder with collaborators'}]","['GOOGLEDRIVE_COPY_FILE_ADVANCED', 'GOOGLEDRIVE_CREATE_FOLDER', 'GOOGLEDRIVE_CREATE_PERMISSION', 'GOOGLEDRIVE_FIND_FILE', 'GOOGLEDRIVE_GET_ABOUT', 'GOOGLEDRIVE_GET_FILE_METADATA']",1,True,True,1.0,1.0,,,GOOGLEDRIVE_FIND_FILE; GOOGLEDRIVE_GET_FILE_METADATA; GOOGLEDRIVE_GET_PERMISSION; GOOGLEDRIVE_GET_PERMISSION_ID_FOR_EMAIL; GOOGLEDRIVE_LIST_PERMISSIONS; GOOGLEDRIVE_UPDATE_PERMISSION,GOOGLEDRIVE_CREATE_PERMISSION; GOOGLEDRIVE_UPDATE_PERMISSION,GOOGLEDRIVE_LIST_PERMISSIONS; GOOGLEDRIVE_GET_PERMISSION_ID_FOR_EMAIL; GOOGLEDRIVE_GET_PERMISSION; GOOGLEDRIVE_FIND_FILE; GOOGLEDRIVE_GET_FILE_METADATA,googledrive,3.57,3.57,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-027-q3.json,1.0,,False
