query_id,workflow_id,workflow_task,query,required_tools,supporting_tools,rationale,candidate_tools,candidate_toolkits,plausibility_score,expected_count,primary_hit,any_hit,primary_recall,recall,primary_rank,related_only_tools,missed_tools,extra_tools,primary_tools,related_tools,returned_toolkits,api_search_latency_sec,end_to_end_latency_sec,error,no_results_returned,raw_result_path
synthetic-005-q1,synthetic-005,"We need to ingest a large batch of newly updated customer records into Salesforce using the Bulk API, ensuring the job is properly finalized and queued for processing once the upload is completed. Afterward, we need to organize our support communications by creating a dedicated Gmail label for these high-priority customer onboarding accounts so our team can easily track and manage their incoming threads.",How do I create a new Bulk API 2.0 ingest job in Salesforce and then close it to queue the uploaded data for processing?,"['SALESFORCE_CREATE_BULK_INGEST_JOB', 'SALESFORCE_CLOSE_OR_ABORT_JOB']",[],Both tools are required to successfully initiate and finalize a bulk data ingest workflow in Salesforce.,"['SALESFORCE_CLOSE_OR_ABORT_JOB', 'HUBSPOT_ADD_TOKEN_TO_EVENT_TEMPLATE', 'GMAIL_CREATE_LABEL', 'GMAIL_DELETE_LABEL', 'HUBSPOT_ARCHIVE_BATCH_OF_PROPERTIES', 'HUBSPOT_ARCHIVE_PRODUCTS', 'HUBSPOT_ADD_ASSET_ASSOCIATION', 'SALESFORCE_CREATE_BULK_INGEST_JOB']","['gmail', 'hubspot', 'salesforce']",5,2,True,True,1.0,1.0,1,,,SALESFORCE_GET_JOB_FAILED_RECORD_RESULTS; SALESFORCE_GET_JOB_SUCCESSFUL_RECORD_RESULTS; SALESFORCE_UPLOAD_JOB_DATA,SALESFORCE_CREATE_BULK_INGEST_JOB; SALESFORCE_CLOSE_OR_ABORT_JOB,SALESFORCE_UPLOAD_JOB_DATA; SALESFORCE_GET_JOB_FAILED_RECORD_RESULTS; SALESFORCE_GET_JOB_SUCCESSFUL_RECORD_RESULTS,salesforce,2.83,2.83,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-005-q1.json
synthetic-005-q2,synthetic-005,"We need to ingest a large batch of newly updated customer records into Salesforce using the Bulk API, ensuring the job is properly finalized and queued for processing once the upload is completed. Afterward, we need to organize our support communications by creating a dedicated Gmail label for these high-priority customer onboarding accounts so our team can easily track and manage their incoming threads.",How do I create a new unique label in a Gmail account so I can apply it to incoming support messages?,['GMAIL_CREATE_LABEL'],['GMAIL_DELETE_LABEL'],Creating a new label is the primary step required before managing message categorization in Gmail.,"['SALESFORCE_CLOSE_OR_ABORT_JOB', 'HUBSPOT_ADD_TOKEN_TO_EVENT_TEMPLATE', 'GMAIL_CREATE_LABEL', 'GMAIL_DELETE_LABEL', 'HUBSPOT_ARCHIVE_BATCH_OF_PROPERTIES', 'HUBSPOT_ARCHIVE_PRODUCTS', 'HUBSPOT_ADD_ASSET_ASSOCIATION', 'SALESFORCE_CREATE_BULK_INGEST_JOB']","['gmail', 'hubspot', 'salesforce']",5,1,True,True,1.0,1.0,1,,,GMAIL_BATCH_MODIFY_MESSAGES; GMAIL_DELETE_LABEL; GMAIL_GET_LABEL; GMAIL_LIST_LABELS; GMAIL_MODIFY_THREAD_LABELS; GMAIL_UPDATE_LABEL,GMAIL_CREATE_LABEL,GMAIL_LIST_LABELS; GMAIL_GET_LABEL; GMAIL_UPDATE_LABEL; GMAIL_BATCH_MODIFY_MESSAGES; GMAIL_DELETE_LABEL; GMAIL_MODIFY_THREAD_LABELS,gmail,1.86,1.86,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-005-q2.json
synthetic-006-q1,synthetic-006,"A client recently emailed an urgent spreadsheet attachment regarding our upcoming project deadlines. I need to find that email, download the attached file to review the revised dates, and then set a quick Slack reminder for myself to follow up with the team tomorrow morning so we stay aligned on the new schedule.",Find the recent email from the client containing the project deadline attachment and retrieve the attachment,['GMAIL_GET_ATTACHMENT'],['GMAIL_DELETE_MESSAGE'],The agent needs to locate the incoming message and extract the specific file attachment mentioned by the client.,"['GOOGLECALENDAR_COLORS_GET', 'GMAIL_GET_ATTACHMENT', 'SLACK_ADD_REACTION_TO_AN_ITEM', 'GMAIL_DELETE_MESSAGE', 'SLACK_CREATE_A_REMINDER']","['gmail', 'googlecalendar', 'slack']",5,1,True,True,1.0,1.0,4,,,GOOGLESUPER_FETCH_EMAILS; GOOGLESUPER_FETCH_MESSAGE_BY_MESSAGE_ID; GOOGLESUPER_GET_ATTACHMENT; GOOGLESUPER_UPLOAD_FILE; OUTLOOK_GET_NESTED_FOLDER_MESSAGE_ATTACHMENT; OUTLOOK_LIST_MAIL_FOLDERS; OUTLOOK_LIST_MESSAGE_ATTACHMENTS_FROM_CHILD_FOLDER; OUTLOOK_QUERY_EMAILS; OUTLOOK_SEARCH_MESSAGES,GOOGLESUPER_GET_ATTACHMENT; OUTLOOK_QUERY_EMAILS; OUTLOOK_GET_NESTED_FOLDER_MESSAGE_ATTACHMENT; GMAIL_GET_ATTACHMENT,GOOGLESUPER_FETCH_MESSAGE_BY_MESSAGE_ID; GOOGLESUPER_FETCH_EMAILS; GOOGLESUPER_UPLOAD_FILE; OUTLOOK_LIST_MAIL_FOLDERS; OUTLOOK_SEARCH_MESSAGES; OUTLOOK_LIST_MESSAGE_ATTACHMENTS_FROM_CHILD_FOLDER,googlesuper; outlook; gmail,2.56,2.56,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-006-q1.json
synthetic-006-q2,synthetic-006,"A client recently emailed an urgent spreadsheet attachment regarding our upcoming project deadlines. I need to find that email, download the attached file to review the revised dates, and then set a quick Slack reminder for myself to follow up with the team tomorrow morning so we stay aligned on the new schedule.",Set a Slack reminder for tomorrow morning to follow up with the team about the project schedule,['SLACK_CREATE_A_REMINDER'],[],The agent needs to schedule a timely notification in Slack to ensure the user follows up.,"['GOOGLECALENDAR_COLORS_GET', 'GMAIL_GET_ATTACHMENT', 'SLACK_ADD_REACTION_TO_AN_ITEM', 'GMAIL_DELETE_MESSAGE', 'SLACK_CREATE_A_REMINDER']","['gmail', 'googlecalendar', 'slack']",5,1,True,True,1.0,1.0,1,,,SLACKBOT_CREATE_A_REMINDER; SLACK_DELETE_REMINDER; SLACK_DELETE_SCHEDULED_MESSAGE; SLACK_LIST_REMINDERS; SLACK_LIST_SCHEDULED_MESSAGES; SLACK_SCHEDULE_MESSAGE,SLACK_CREATE_A_REMINDER,SLACKBOT_CREATE_A_REMINDER; SLACK_LIST_REMINDERS; SLACK_DELETE_REMINDER; SLACK_SCHEDULE_MESSAGE; SLACK_LIST_SCHEDULED_MESSAGES; SLACK_DELETE_SCHEDULED_MESSAGE,slack; slackbot,2.23,2.23,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-006-q2.json
synthetic-007-q1,synthetic-007,"We are restructuring our annual financial report and need to clean up obsolete elements. Please remove the outdated executive summary header from our working Google Document, and simultaneously delete the temporary tracking chart from our summary Google Spreadsheet so we can prepare a fresh template.",remove the header from the document,['GOOGLEDOCS_DELETE_HEADER'],[],Directly targets removing the header section from the Google Document.,"['GOOGLEDOCS_DELETE_NAMED_RANGE', 'GOOGLESHEETS_DELETE_DIMENSION', 'GOOGLEDOCS_DELETE_HEADER', 'GOOGLESHEETS_BATCH_UPDATE', 'GOOGLESHEETS_DELETE_CHART']","['googledocs', 'googlesheets']",5,1,True,True,1.0,1.0,1,,,GMAIL_FETCH_EMAILS; GMAIL_SEARCH_PEOPLE; GOOGLEDOCS_CREATE_HEADER; GOOGLEDOCS_GET_DOCUMENT_BY_ID; GOOGLESUPER_CREATE_HEADER; GOOGLESUPER_DELETE_HEADER; GOOGLESUPER_GET_DOCUMENT_BY_ID,GOOGLEDOCS_DELETE_HEADER; GOOGLESUPER_DELETE_HEADER,GOOGLEDOCS_GET_DOCUMENT_BY_ID; GOOGLEDOCS_CREATE_HEADER; GOOGLESUPER_GET_DOCUMENT_BY_ID; GOOGLESUPER_CREATE_HEADER; GMAIL_FETCH_EMAILS; GMAIL_SEARCH_PEOPLE,googledocs; googlesuper; gmail,4.05,4.05,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-007-q1.json
synthetic-007-q2,synthetic-007,"We are restructuring our annual financial report and need to clean up obsolete elements. Please remove the outdated executive summary header from our working Google Document, and simultaneously delete the temporary tracking chart from our summary Google Spreadsheet so we can prepare a fresh template.",delete the chart from the spreadsheet,['GOOGLESHEETS_DELETE_CHART'],[],Directly targets removing the unwanted chart object from the Google Spreadsheet.,"['GOOGLEDOCS_DELETE_NAMED_RANGE', 'GOOGLESHEETS_DELETE_DIMENSION', 'GOOGLEDOCS_DELETE_HEADER', 'GOOGLESHEETS_BATCH_UPDATE', 'GOOGLESHEETS_DELETE_CHART']","['googledocs', 'googlesheets']",5,1,True,True,1.0,1.0,1,,,GMAIL_FETCH_EMAILS; GMAIL_SEARCH_PEOPLE; GOOGLESHEETS_CREATE_CHART; GOOGLESHEETS_GET_SPREADSHEET_INFO; GOOGLESHEETS_UPDATE_CHART; GOOGLESUPER_CREATE_CHART; GOOGLESUPER_DELETE_CHART; GOOGLESUPER_LIST_SPREADSHEET_CHARTS,GOOGLESHEETS_DELETE_CHART; GOOGLESUPER_DELETE_CHART,GOOGLESHEETS_GET_SPREADSHEET_INFO; GOOGLESHEETS_CREATE_CHART; GOOGLESHEETS_UPDATE_CHART; GOOGLESUPER_LIST_SPREADSHEET_CHARTS; GOOGLESUPER_CREATE_CHART; GMAIL_FETCH_EMAILS; GMAIL_SEARCH_PEOPLE,googlesheets; googlesuper; gmail,3.06,3.06,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-007-q2.json
synthetic-008-q1,synthetic-008,"As a project manager reorganizing our team's workflow, I need to set up a new project tracking column in our main Trello board for the upcoming sprint. Additionally, a key stakeholder asked for an update on a specific discussion in our team Slack channel, so I need to find that exact message and drop a thumbs-up emoji reaction on it to acknowledge their point before our daily standup meeting.",create a new list named Sprint Backlog on our main project tracking Trello board,['TRELLO_ADD_LISTS'],['TRELLO_ADD_BOARDS_LISTS_BY_ID_BOARD'],Creates the requested new list/column on the specified Trello board.,"['TRELLO_ADD_BOARDS_LISTS_BY_ID_BOARD', 'CLICKUP_AUTHORIZATION_GET_WORK_SPACE_LIST', 'SLACK_ADD_REACTION_TO_AN_ITEM', 'TRELLO_ADD_LISTS', 'SLACK_ADD_ENTERPRISE_USER_TO_WORKSPACE']","['clickup', 'slack', 'trello']",5,1,True,True,1.0,1.0,1,,,TRELLO_GET_BOARDS_BY_ID_BOARD; TRELLO_GET_BOARDS_LISTS_BY_ID_BOARD; TRELLO_UPDATE_LISTS_CLOSED_BY_ID_LIST; TRELLO_UPDATE_LISTS_NAME_BY_ID_LIST; TRELLO_UPDATE_LISTS_POS_BY_ID_LIST,TRELLO_ADD_LISTS,TRELLO_GET_BOARDS_LISTS_BY_ID_BOARD; TRELLO_UPDATE_LISTS_NAME_BY_ID_LIST; TRELLO_UPDATE_LISTS_POS_BY_ID_LIST; TRELLO_UPDATE_LISTS_CLOSED_BY_ID_LIST; TRELLO_GET_BOARDS_BY_ID_BOARD,trello,3.03,3.03,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-008-q1.json
synthetic-008-q2,synthetic-008,"As a project manager reorganizing our team's workflow, I need to set up a new project tracking column in our main Trello board for the upcoming sprint. Additionally, a key stakeholder asked for an update on a specific discussion in our team Slack channel, so I need to find that exact message and drop a thumbs-up emoji reaction on it to acknowledge their point before our daily standup meeting.",add a thumbs up emoji reaction to the stakeholder's update message in the team Slack channel,['SLACK_ADD_REACTION_TO_AN_ITEM'],[],Applies the emoji reaction to the specific message identified by its timestamp in Slack.,"['TRELLO_ADD_BOARDS_LISTS_BY_ID_BOARD', 'CLICKUP_AUTHORIZATION_GET_WORK_SPACE_LIST', 'SLACK_ADD_REACTION_TO_AN_ITEM', 'TRELLO_ADD_LISTS', 'SLACK_ADD_ENTERPRISE_USER_TO_WORKSPACE']","['clickup', 'slack', 'trello']",5,1,True,True,1.0,1.0,1,,,SLACKBOT_ADD_REACTION_TO_AN_ITEM; SLACK_FETCH_ITEM_REACTIONS; SLACK_REMOVE_REACTION_FROM_ITEM; SLACK_SEARCH_MESSAGES; SLACK_TEST_AUTH,SLACK_ADD_REACTION_TO_AN_ITEM,SLACK_FETCH_ITEM_REACTIONS; SLACK_REMOVE_REACTION_FROM_ITEM; SLACKBOT_ADD_REACTION_TO_AN_ITEM; SLACK_SEARCH_MESSAGES; SLACK_TEST_AUTH,slack; slackbot,2.31,2.31,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-008-q2.json
synthetic-009-q1,synthetic-009,"As part of our annual CRM and marketing cleanup, we need to retire obsolete data across platforms. First, I need to look up all the LinkedIn company pages and organizations where my account holds administrative roles so we know which brand spaces are active. Then, I need to clean out several outdated products from our product catalog and remove a batch of old promotional email records that are no longer needed for compliance archiving.",Find the LinkedIn organizations and company pages where I have administrative access or posting roles.,['LINKEDIN_GET_COMPANY_INFO'],[],Retrieves the user's management roles on LinkedIn company pages to verify active brand pages.,"['HUBSPOT_ARCHIVE_EMAILS', 'LINKEDIN_GET_COMPANY_INFO', 'HUBSPOT_ARCHIVE_PROPERTY_BY_OBJECT_TYPE_AND_NAME', 'HUBSPOT_ARCHIVE_PRODUCTS']","['hubspot', 'linkedin']",5,1,True,True,1.0,1.0,1,,,LINKEDIN_ADS_GET_ORGANIZATION_ACLS; LINKEDIN_ADS_LIST_ORGANIZATIONS; LINKEDIN_ADS_UPDATE_ORGANIZATION_ACL; LINKEDIN_CREATE_LINKED_IN_POST; LINKEDIN_GET_MY_INFO; LINKEDIN_REGISTER_IMAGE_UPLOAD,LINKEDIN_GET_COMPANY_INFO; LINKEDIN_ADS_GET_ORGANIZATION_ACLS,LINKEDIN_CREATE_LINKED_IN_POST; LINKEDIN_GET_MY_INFO; LINKEDIN_REGISTER_IMAGE_UPLOAD; LINKEDIN_ADS_UPDATE_ORGANIZATION_ACL; LINKEDIN_ADS_LIST_ORGANIZATIONS,linkedin; linkedin_ads,2.64,2.64,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-009-q1.json
synthetic-009-q2,synthetic-009,"As part of our annual CRM and marketing cleanup, we need to retire obsolete data across platforms. First, I need to look up all the LinkedIn company pages and organizations where my account holds administrative roles so we know which brand spaces are active. Then, I need to clean out several outdated products from our product catalog and remove a batch of old promotional email records that are no longer needed for compliance archiving.",Archive the outdated product catalog items by their specific product IDs in HubSpot.,['HUBSPOT_ARCHIVE_PRODUCTS'],[],Targets the HubSpot product archiving function to remove obsolete inventory items.,"['HUBSPOT_ARCHIVE_EMAILS', 'LINKEDIN_GET_COMPANY_INFO', 'HUBSPOT_ARCHIVE_PROPERTY_BY_OBJECT_TYPE_AND_NAME', 'HUBSPOT_ARCHIVE_PRODUCTS']","['hubspot', 'linkedin']",5,1,False,False,0.0,0.0,,,HUBSPOT_ARCHIVE_PRODUCTS,HUBSPOT_ARCHIVE_BATCH_OF_OBJECTS; HUBSPOT_ARCHIVE_CRM_OBJECT_BY_ID; HUBSPOT_READ_APAGE_OF_OBJECTS_BY_TYPE; HUBSPOT_READ_CRM_OBJECT_BY_ID; HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA; HUBSPOT_SEARCH_CRM_OBJECTS_BY_CRITERIA,HUBSPOT_ARCHIVE_CRM_OBJECT_BY_ID,HUBSPOT_READ_CRM_OBJECT_BY_ID; HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA; HUBSPOT_SEARCH_CRM_OBJECTS_BY_CRITERIA; HUBSPOT_ARCHIVE_BATCH_OF_OBJECTS; HUBSPOT_READ_APAGE_OF_OBJECTS_BY_TYPE,hubspot,1.94,1.94,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-009-q2.json
synthetic-009-q3,synthetic-009,"As part of our annual CRM and marketing cleanup, we need to retire obsolete data across platforms. First, I need to look up all the LinkedIn company pages and organizations where my account holds administrative roles so we know which brand spaces are active. Then, I need to clean out several outdated products from our product catalog and remove a batch of old promotional email records that are no longer needed for compliance archiving.",Clean up historical marketing data by archiving multiple old marketing emails using their unique HubSpot IDs.,['HUBSPOT_ARCHIVE_EMAILS'],[],Executes the bulk archival of specific HubSpot email records as requested in the cleanup workflow.,"['HUBSPOT_ARCHIVE_EMAILS', 'LINKEDIN_GET_COMPANY_INFO', 'HUBSPOT_ARCHIVE_PROPERTY_BY_OBJECT_TYPE_AND_NAME', 'HUBSPOT_ARCHIVE_PRODUCTS']","['hubspot', 'linkedin']",5,1,True,True,1.0,1.0,1,,,HUBSPOT_GET_EMAILS; HUBSPOT_SEARCH_EMAILS,HUBSPOT_ARCHIVE_EMAILS,HUBSPOT_SEARCH_EMAILS; HUBSPOT_GET_EMAILS,hubspot,3.13,3.13,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-009-q3.json
synthetic-010-q1,synthetic-010,"A high-priority client onboarding checklist needs to be set up on our project tracking board, with specific team members assigned to review the documentation. Once the cards are prepped, the onboarding action items, including code repository access steps and required security toggles, must be appended directly into our central Notion workspace documentation page for the engineering team.",add checklists to the onboarding card on the project board and assign the designated team members,"['TRELLO_ADD_CHECKLISTS', 'TRELLO_ADD_MEMBER_TO_CARD']",[],These Trello tools are needed to set up the checklist structure and assign members to the card.,"['NOTION_APPEND_TASK_BLOCKS', 'TRELLO_ADD_MEMBER_TO_CARD', 'NOTION_ARCHIVE_NOTION_PAGE', 'TRELLO_CREATE_ACTION_REACTION', 'TRELLO_ADD_CHECKLISTS', 'NOTION_APPEND_CODE_BLOCKS', 'TRELLO_ADD_BOARDS_LISTS_BY_ID_BOARD', 'TRELLO_ARCHIVE_ALL_LIST_CARDS']","['notion', 'trello']",5,2,True,True,0.5,0.5,1,,TRELLO_ADD_MEMBER_TO_CARD,TRELLO_ADD_CARDS_CHECKLISTS_BY_ID_CARD; TRELLO_ADD_CARDS_CHECKLIST_CHECK_ITEM_BY_ID_CARD_BY_ID_CHECKLIST; TRELLO_ADD_CHECKLISTS_CHECK_ITEMS_BY_ID_CHECKLIST; TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_CARDS_CHECKLISTS_BY_ID_CARD; TRELLO_GET_CHECKLISTS_CHECK_ITEMS_BY_ID_CHECKLIST; TRELLO_UPDATE_CARDS_CHECK_ITEM,TRELLO_ADD_CHECKLISTS; TRELLO_ADD_CHECKLISTS_CHECK_ITEMS_BY_ID_CHECKLIST,TRELLO_GET_CARDS_CHECKLISTS_BY_ID_CARD; TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_UPDATE_CARDS_CHECK_ITEM; TRELLO_GET_CHECKLISTS_CHECK_ITEMS_BY_ID_CHECKLIST; TRELLO_ADD_CARDS_CHECKLIST_CHECK_ITEM_BY_ID_CARD_BY_ID_CHECKLIST; TRELLO_ADD_CARDS_CHECKLISTS_BY_ID_CARD,trello,2.69,2.69,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-010-q1.json
synthetic-010-q2,synthetic-010,"A high-priority client onboarding checklist needs to be set up on our project tracking board, with specific team members assigned to review the documentation. Once the cards are prepped, the onboarding action items, including code repository access steps and required security toggles, must be appended directly into our central Notion workspace documentation page for the engineering team.",append task blocks and code snippets to the Notion engineering onboarding page,"['NOTION_APPEND_TASK_BLOCKS', 'NOTION_APPEND_CODE_BLOCKS']",[],These Notion tools are required to add interactive to-do task blocks and code formatting for repository setup.,"['NOTION_APPEND_TASK_BLOCKS', 'TRELLO_ADD_MEMBER_TO_CARD', 'NOTION_ARCHIVE_NOTION_PAGE', 'TRELLO_CREATE_ACTION_REACTION', 'TRELLO_ADD_CHECKLISTS', 'NOTION_APPEND_CODE_BLOCKS', 'TRELLO_ADD_BOARDS_LISTS_BY_ID_BOARD', 'TRELLO_ARCHIVE_ALL_LIST_CARDS']","['notion', 'trello']",5,2,False,False,0.0,0.0,,,NOTION_APPEND_CODE_BLOCKS; NOTION_APPEND_TASK_BLOCKS,NOTION_ADD_MULTIPLE_PAGE_CONTENT; NOTION_APPEND_TEXT_BLOCKS; NOTION_FETCH_BLOCK_CONTENTS; NOTION_GET_PAGE_MARKDOWN; NOTION_REPLACE_PAGE_CONTENT; NOTION_RETRIEVE_PAGE; NOTION_UPDATE_BLOCK,NOTION_ADD_MULTIPLE_PAGE_CONTENT,NOTION_RETRIEVE_PAGE; NOTION_FETCH_BLOCK_CONTENTS; NOTION_GET_PAGE_MARKDOWN; NOTION_UPDATE_BLOCK; NOTION_REPLACE_PAGE_CONTENT; NOTION_APPEND_TEXT_BLOCKS,notion,2.18,2.18,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\synthetic_query_level_evaluation\raw_search_results\synthetic-010-q2.json
