query_id,workflow_id,workflow_task,query,required_tools,supporting_tools,rationale,candidate_tools,source_query_id,variant_dimension,expected_count,primary_hit,any_hit,primary_recall,recall,primary_rank,related_only_tools,missed_tools,extra_tools,primary_tools,related_tools,returned_toolkits,api_search_latency_sec,end_to_end_latency_sec,error,no_results_returned,raw_result_path
workflow-005-q4-implicit,5,"Manage a partner-operations pipeline across Gmail, ClickUp, and Notion: create outreach drafts and task handoffs, inspect and update existing handoffs, scan recent email threads against CRM records, and write evidence-supported CRM status updates.",modify the pipeline stage on this customer record,['NOTION_UPDATE_PAGE'],['NOTION_RETRIEVE_PAGE'],"To write evidence-supported CRM status updates, the agent must update the corresponding Notion page.","['CLICKUP_CREATE_TASK', 'CLICKUP_GET_TASK', 'CLICKUP_GET_TASKS', 'CLICKUP_UPDATE_TASK', 'GMAIL_CREATE_EMAIL_DRAFT', 'GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'GMAIL_FETCH_MESSAGE_BY_THREAD_ID', 'GMAIL_GET_DRAFT', 'GMAIL_LIST_THREADS', 'NOTION_FETCH_DATABASE', 'NOTION_FETCH_ROW', 'NOTION_GET_PAGE_MARKDOWN', 'NOTION_QUERY_DATABASE_WITH_FILTER', 'NOTION_RETRIEVE_PAGE', 'NOTION_SEARCH_NOTION_PAGE', 'NOTION_UPDATE_PAGE']",workflow-005-q4,implicit,1,False,False,0.0,0.0,,,NOTION_UPDATE_PAGE,PIPEDRIVE_GET_ALL_DEAL_FIELDS; PIPEDRIVE_GET_ALL_STAGES; PIPEDRIVE_GET_DEAL; PIPEDRIVE_SEARCH_DEALS; PIPEDRIVE_SEARCH_ORGANIZATIONS; PIPEDRIVE_UPDATE_DEAL; PIPEDRIVE_UPDATE_DEAL_V2,PIPEDRIVE_UPDATE_DEAL,PIPEDRIVE_SEARCH_ORGANIZATIONS; PIPEDRIVE_GET_ALL_DEAL_FIELDS; PIPEDRIVE_GET_DEAL; PIPEDRIVE_SEARCH_DEALS; PIPEDRIVE_GET_ALL_STAGES; PIPEDRIVE_UPDATE_DEAL_V2,pipedrive,4.02,4.02,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-005-q4-implicit.json
workflow-005-q4-paraphrase,5,"Manage a partner-operations pipeline across Gmail, ClickUp, and Notion: create outreach drafts and task handoffs, inspect and update existing handoffs, scan recent email threads against CRM records, and write evidence-supported CRM status updates.",edit CRM database entry status in Notion,['NOTION_UPDATE_PAGE'],['NOTION_RETRIEVE_PAGE'],"To write evidence-supported CRM status updates, the agent must update the corresponding Notion page.","['CLICKUP_CREATE_TASK', 'CLICKUP_GET_TASK', 'CLICKUP_GET_TASKS', 'CLICKUP_UPDATE_TASK', 'GMAIL_CREATE_EMAIL_DRAFT', 'GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'GMAIL_FETCH_MESSAGE_BY_THREAD_ID', 'GMAIL_GET_DRAFT', 'GMAIL_LIST_THREADS', 'NOTION_FETCH_DATABASE', 'NOTION_FETCH_ROW', 'NOTION_GET_PAGE_MARKDOWN', 'NOTION_QUERY_DATABASE_WITH_FILTER', 'NOTION_RETRIEVE_PAGE', 'NOTION_SEARCH_NOTION_PAGE', 'NOTION_UPDATE_PAGE']",workflow-005-q4,paraphrase,1,False,False,0.0,0.0,,,NOTION_UPDATE_PAGE,NOTION_ADD_MULTIPLE_PAGE_CONTENT; NOTION_FETCH_DATABASE; NOTION_FETCH_ROW; NOTION_QUERY_DATABASE_WITH_FILTER; NOTION_SEARCH_NOTION_PAGE; NOTION_UPDATE_ROW_DATABASE; NOTION_UPSERT_ROW_DATABASE,NOTION_FETCH_DATABASE; NOTION_QUERY_DATABASE_WITH_FILTER; NOTION_UPDATE_ROW_DATABASE,NOTION_SEARCH_NOTION_PAGE; NOTION_FETCH_ROW; NOTION_UPSERT_ROW_DATABASE; NOTION_ADD_MULTIPLE_PAGE_CONTENT,notion,4.32,4.32,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-005-q4-paraphrase.json
workflow-006-q1-explicit,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",look up existing contacts and leads in Salesforce,"['SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SEARCH_CONTACTS']",['SALESFORCE_RUN_SOQL_QUERY'],An agent needs to locate specific leads and contacts before managing their campaign memberships or updating statuses.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q1,explicit,2,False,False,0.0,0.0,,,SALESFORCE_SEARCH_CONTACTS; SALESFORCE_SEARCH_LEADS,SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_LEAD; SALESFORCE_GET_ORG_LIMITS; SALESFORCE_LIST_LEADS; SALESFORCE_QUERY_ALL; SALESFORCE_RUN_SOQL_QUERY,SALESFORCE_RUN_SOQL_QUERY; SALESFORCE_LIST_LEADS,SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_ORG_LIMITS; SALESFORCE_QUERY_ALL; SALESFORCE_GET_LEAD,salesforce,2.58,2.58,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q1-explicit.json
workflow-006-q1-implicit,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",find existing prospects and people in the CRM database,"['SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SEARCH_CONTACTS']",['SALESFORCE_RUN_SOQL_QUERY'],An agent needs to locate specific leads and contacts before managing their campaign memberships or updating statuses.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q1,implicit,2,False,True,0.0,0.5,,SALESFORCE_SEARCH_CONTACTS,SALESFORCE_SEARCH_LEADS,APOLLO_BULK_PEOPLE_ENRICHMENT; APOLLO_ORGANIZATION_SEARCH; APOLLO_PEOPLE_ENRICHMENT; APOLLO_PEOPLE_SEARCH; APOLLO_VIEW_API_USAGE_STATS; CRUSTDATA_ENRICH_PERSON_SCREENER,APOLLO_PEOPLE_SEARCH; APOLLO_PEOPLE_ENRICHMENT,APOLLO_ORGANIZATION_SEARCH; APOLLO_BULK_PEOPLE_ENRICHMENT; SALESFORCE_SEARCH_CONTACTS; CRUSTDATA_ENRICH_PERSON_SCREENER; APOLLO_VIEW_API_USAGE_STATS,apollo; crustdata; salesforce,2.6,2.6,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q1-implicit.json
workflow-006-q1-paraphrase,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",query Salesforce to retrieve current leads and contacts,"['SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SEARCH_CONTACTS']",['SALESFORCE_RUN_SOQL_QUERY'],An agent needs to locate specific leads and contacts before managing their campaign memberships or updating statuses.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q1,paraphrase,2,False,False,0.0,0.0,,,SALESFORCE_SEARCH_CONTACTS; SALESFORCE_SEARCH_LEADS,SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_LEAD; SALESFORCE_GET_ORG_LIMITS; SALESFORCE_LIST_LEADS; SALESFORCE_QUERY_ALL; SALESFORCE_RUN_SOQL_QUERY,SALESFORCE_RUN_SOQL_QUERY; SALESFORCE_LIST_LEADS,SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_ORG_LIMITS; SALESFORCE_QUERY_ALL; SALESFORCE_GET_LEAD,salesforce,5.29,5.29,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q1-paraphrase.json
workflow-006-q2-explicit,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",search for salesforce campaigns by their name,['SALESFORCE_SEARCH_CAMPAIGNS'],['SALESFORCE_RUN_SOQL_QUERY'],Locating the correct campaign is a prerequisite for adding contacts and managing campaign attendance statuses or static lists.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q2,explicit,1,True,True,1.0,1.0,1,,,SALESFORCE_ADD_CONTACT_TO_CAMPAIGN; SALESFORCE_ADD_LEAD_TO_CAMPAIGN; SALESFORCE_GET_CAMPAIGN; SALESFORCE_LIST_CAMPAIGNS; SALESFORCE_UPDATE_CAMPAIGN,SALESFORCE_SEARCH_CAMPAIGNS; SALESFORCE_LIST_CAMPAIGNS,SALESFORCE_GET_CAMPAIGN; SALESFORCE_ADD_LEAD_TO_CAMPAIGN; SALESFORCE_UPDATE_CAMPAIGN; SALESFORCE_ADD_CONTACT_TO_CAMPAIGN,salesforce,2.78,2.78,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q2-explicit.json
workflow-006-q2-implicit,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",find campaigns by name,['SALESFORCE_SEARCH_CAMPAIGNS'],['SALESFORCE_RUN_SOQL_QUERY'],Locating the correct campaign is a prerequisite for adding contacts and managing campaign attendance statuses or static lists.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q2,implicit,1,False,False,0.0,0.0,,,SALESFORCE_SEARCH_CAMPAIGNS,LEMLIST_GET_CAMPAIGN_BY_ID; LEMLIST_GET_CAMPAIGN_SEQUENCES; LEMLIST_GET_CAMPAIGN_STATS; LEMLIST_GET_LIST_CAMPAIGNS; LEMLIST_GET_LIST_TEAM_SENDERS; LEMLIST_GET_TEAM_INFO; MOOSEND_GET_ALL_CAMPAIGNS; MOOSEND_GET_CAMPAIGN_DETAILS; MOOSEND_LIST_CAMPAIGNS_WITH_PAGING,LEMLIST_GET_LIST_CAMPAIGNS; MOOSEND_LIST_CAMPAIGNS_WITH_PAGING,LEMLIST_GET_CAMPAIGN_BY_ID; LEMLIST_GET_TEAM_INFO; LEMLIST_GET_LIST_TEAM_SENDERS; LEMLIST_GET_CAMPAIGN_SEQUENCES; LEMLIST_GET_CAMPAIGN_STATS; MOOSEND_GET_CAMPAIGN_DETAILS; MOOSEND_GET_ALL_CAMPAIGNS,lemlist; moosend,2.08,2.08,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q2-implicit.json
workflow-006-q2-paraphrase,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",look up a campaign using the title in salesforce,['SALESFORCE_SEARCH_CAMPAIGNS'],['SALESFORCE_RUN_SOQL_QUERY'],Locating the correct campaign is a prerequisite for adding contacts and managing campaign attendance statuses or static lists.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q2,paraphrase,1,True,True,1.0,1.0,2,,,SALESFORCE_ADD_CONTACT_TO_CAMPAIGN; SALESFORCE_GET_CAMPAIGN; SALESFORCE_GET_CONTACT; SALESFORCE_POST_COMPOSITE_SOBJECTS; SALESFORCE_REMOVE_FROM_CAMPAIGN; SALESFORCE_RUN_SOQL_QUERY; SALESFORCE_SEARCH_CONTACTS,SALESFORCE_SEARCH_CONTACTS; SALESFORCE_SEARCH_CAMPAIGNS; SALESFORCE_ADD_CONTACT_TO_CAMPAIGN,SALESFORCE_RUN_SOQL_QUERY; SALESFORCE_GET_CONTACT; SALESFORCE_GET_CAMPAIGN; SALESFORCE_REMOVE_FROM_CAMPAIGN; SALESFORCE_POST_COMPOSITE_SOBJECTS,salesforce,2.0,2.0,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q2-paraphrase.json
workflow-006-q3-explicit,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",add a contact to a Salesforce campaign and update their attendance status,['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN'],['SALESFORCE_SOBJECT_ROWS_UPDATE'],Adding a contact to a campaign directly corresponds to managing campaign membership and attendance statuses.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q3,explicit,1,False,True,0.0,1.0,,SALESFORCE_ADD_CONTACT_TO_CAMPAIGN,,SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_CONTACT; SALESFORCE_RUN_SOQL_QUERY; SALESFORCE_SEARCH_CONTACTS; SALESFORCE_SOBJECT_ROWS_UPDATE; SALESFORCE_UPDATE_CONTACT,SALESFORCE_SOBJECT_ROWS_UPDATE,SALESFORCE_RUN_SOQL_QUERY; SALESFORCE_SEARCH_CONTACTS; SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_UPDATE_CONTACT; SALESFORCE_GET_CONTACT; SALESFORCE_ADD_CONTACT_TO_CAMPAIGN,salesforce,2.28,2.28,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q3-explicit.json
workflow-006-q3-implicit,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",add contact to campaign and modify their attendance status,['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN'],['SALESFORCE_SOBJECT_ROWS_UPDATE'],Adding a contact to a campaign directly corresponds to managing campaign membership and attendance statuses.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q3,implicit,1,True,True,1.0,1.0,1,,,SALESFORCE_SEARCH_CAMPAIGNS; SALESFORCE_SEARCH_CONTACTS; SALESFORCE_SEND_MASS_EMAIL,SALESFORCE_ADD_CONTACT_TO_CAMPAIGN,SALESFORCE_SEARCH_CONTACTS; SALESFORCE_SEARCH_CAMPAIGNS; SALESFORCE_SEND_MASS_EMAIL,salesforce,2.47,2.47,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q3-implicit.json
workflow-006-q3-paraphrase,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",include a contact in a campaign member list and set their presence status,['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN'],['SALESFORCE_SOBJECT_ROWS_UPDATE'],Adding a contact to a campaign directly corresponds to managing campaign membership and attendance statuses.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q3,paraphrase,1,False,False,0.0,0.0,,,SALESFORCE_ADD_CONTACT_TO_CAMPAIGN,BREVO_GET_ALL_CONTACTS; BREVO_GET_CONTACT_DETAILS; BREVO_GET_CONTACT_LISTS,BREVO_GET_CONTACT_DETAILS,BREVO_GET_CONTACT_LISTS; BREVO_GET_ALL_CONTACTS,brevo,1.89,1.89,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q3-paraphrase.json
workflow-006-q4-explicit,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",execute Salesforce SOQL query to pull MQL lead activity reporting data,['SALESFORCE_RUN_SOQL_QUERY'],['SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT'],Generating MQL lead activity reports requires querying specific lead objects and related metrics using SOQL.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q4,explicit,1,True,True,1.0,1.0,1,,,SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_A_BATCH_OF_RECORDS; SALESFORCE_GET_ORG_LIMITS; SALESFORCE_QUERY_ALL,SALESFORCE_RUN_SOQL_QUERY,SALESFORCE_QUERY_ALL; SALESFORCE_GET_A_BATCH_OF_RECORDS; SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT; SALESFORCE_GET_ORG_LIMITS,salesforce,2.8,2.8,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q4-explicit.json
workflow-006-q4-implicit,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",run a database query for marketing qualified lead activity reports,['SALESFORCE_RUN_SOQL_QUERY'],['SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT'],Generating MQL lead activity reports requires querying specific lead objects and related metrics using SOQL.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q4,implicit,1,True,True,1.0,1.0,1,,,SALESFORCE_GET_ALL_CUSTOM_OBJECTS; SALESFORCE_MASS_TRANSFER_OWNERSHIP; SALESFORCE_RUN_REPORT,SALESFORCE_RUN_SOQL_QUERY,SALESFORCE_GET_ALL_CUSTOM_OBJECTS; SALESFORCE_MASS_TRANSFER_OWNERSHIP; SALESFORCE_RUN_REPORT,salesforce,5.22,5.22,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q4-implicit.json
workflow-006-q4-paraphrase,6,"Manage Salesforce leads, contacts, campaign membership, campaign attendance statuses, a campaign-based static list, and MQL lead activity reporting.",fetch MQL engagement metrics and lead activity details via custom query,['SALESFORCE_RUN_SOQL_QUERY'],['SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT'],Generating MQL lead activity reports requires querying specific lead objects and related metrics using SOQL.,"['SALESFORCE_ADD_CONTACT_TO_CAMPAIGN', 'SALESFORCE_CREATE_A_RECORD', 'SALESFORCE_CREATE_S_OBJECT_RECORD', 'SALESFORCE_DELETE_SOBJECT_COLLECTIONS', 'SALESFORCE_GET_ALL_FIELDS_FOR_OBJECT', 'SALESFORCE_POST_COMPOSITE_SOBJECTS', 'SALESFORCE_RUN_SOQL_QUERY', 'SALESFORCE_SEARCH_CAMPAIGNS', 'SALESFORCE_SEARCH_CONTACTS', 'SALESFORCE_SEARCH_LEADS', 'SALESFORCE_SOBJECT_ROWS_UPDATE']",workflow-006-q4,paraphrase,1,False,False,0.0,0.0,,,SALESFORCE_RUN_SOQL_QUERY,AGENCYZOOM_GET_THE_LEAD_DETAILS; AGENCYZOOM_SEARCH_LEADS; AGENCYZOOM_UPDATE_LEAD; GONG_ASSIGN_PROSPECTS_TO_FLOW; GONG_GET_CRM_INTEGRATION_DETAILS; GONG_GET_CRM_OBJECTS_V2_CRM_ENTITIES; GONG_LIST_SCHEMA_FIELDS_V2_CRM_ENTITY_SCHEMA; INSTANTLY_GET_LEAD; MIXMAX_GET_LIVEFEED; PIPEDRIVE_GET_ALL_LEADS; PIPEDRIVE_GET_ONE_LEAD; ZOHO_GET_RELATED_RECORDS,GONG_GET_CRM_OBJECTS_V2_CRM_ENTITIES; AGENCYZOOM_GET_THE_LEAD_DETAILS; PIPEDRIVE_GET_ONE_LEAD; ZOHO_GET_RELATED_RECORDS; INSTANTLY_GET_LEAD; MIXMAX_GET_LIVEFEED,GONG_GET_CRM_INTEGRATION_DETAILS; GONG_LIST_SCHEMA_FIELDS_V2_CRM_ENTITY_SCHEMA; GONG_ASSIGN_PROSPECTS_TO_FLOW; AGENCYZOOM_SEARCH_LEADS; AGENCYZOOM_UPDATE_LEAD; PIPEDRIVE_GET_ALL_LEADS,gong; agencyzoom; pipedrive; zoho; instantly; mixmax,2.9,2.9,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-006-q4-paraphrase.json
